12,67,45244,2384.2,19,37.7,101.7,60.7,12205,3.7,42.7,9.2,95.3,98.9,92.8,6,6.7,4.4,36.2,5.7,82.5,36.5,7.2,54.8,45.2,70.8,19.3,13.5,2.2,10.5,10.3,25.3,6.7,1,72,2,6
2,42,45473,201.3,226,87.5,95.7,45.5,11232,4.04,76.7,4,97.7,99.1,97,8.1,8.8,6.7,33.9,18.9,88.3,46.8,7.8,46.1,53.9,75.8,33.5,17.2,1.4,8.3,15.7,26,7.2,1,28,2,3
12,36,147898,287.8,514,88.7,96.1,43.9,36618,3.8,74.1,2.9,98.4,99.3,97.9,9,9.8,7.6,34.3,19.1,89.4,51.9,9.2,46.8,53.2,72.2,35.3,13.7,3.9,8.6,13.9,28.7,6.4,0,36,12,3
2,3,208411,118.3,1762,93.6,92.2,43.9,57355,3.62,66,4.8,98.6,99.4,98.4,8.9,9.6,7.7,33.7,14.3,89.3,45.4,9.7,43,57,74.3,41.6,14.3,8.9,10.5,14.5,34.2,6.9,1,44,2,1
12,21,254886,388.4,656,88,97.4,44.3,72031,3.49,68.9,4.3,98.2,99.3,97.7,8.7,9.4,7.4,31.6,13.6,88.5,43.2,8.3,44.2,55.8,73.8,38.6,12.4,10.1,9.6,13.4,28.2,7.6,1,18,2,2
2,1,288054,44.6,6456,100,89.9,45.7,81903,3.5,63.4,6.8,98.8,99.4,98.9,9.9,10.3,9.2,31.1,16.8,88.5,46.2,9.5,43.3,56.7,71.2,44.2,13.7,16.3,12.3,14.2,39.6,6.9,0,48,12,1
2,30,163745,3348,49,47.4,100.4,52.1,44966,3.62,61.1,6.5,95.7,98.6,93.9,7,7.6,5.6,33.1,9.5,85.8,34.4,6.5,45.8,54.2,76.2,32.3,20.5,14.4,8.8,19.5,24.7,7.6,1,80,13,2
12,30,163745,3348,49,47.4,100.4,52.1,44966,3.62,61.1,6.5,95.7,98.6,93.9,7,7.6,5.6,33.1,9.5,85.8,34.4,6.5,45.8,54.2,76.2,32.3,20.5,14.4,8.8,19.5,24.7,7.6,1,20,2,2
2,30,163745,3348,49,47.4,100.4,52.1,44966,3.62,61.1,6.5,95.7,98.6,93.9,7,7.6,5.6,33.1,9.5,85.8,34.4,6.5,45.8,54.2,76.2,32.3,20.5,14.4,8.8,19.5,24.7,7.6,0,56,12,2
2,45,40660,53.8,756,91,95.7,40.7,11291,3.59,78.6,2.4,98.9,99.5,98.6,10.1,10.9,8.8,32.9,19.2,88.5,50.7,9.5,42.2,57.8,74.7,42,10,5.4,9.5,9.6,27.4,9.5,0,66,13,4
2,15,49132,15.2,3241,100,87.4,35.3,16589,2.94,79.9,2,99.5,99.7,99.4,12.2,12.9,11.2,35.4,28.8,92.8,69.3,14.2,41.2,58.8,69.2,49.9,9.3,13.1,11.1,10.2,40.4,9.9,1,58,6,1
2,19,134534,1905.5,71,48.5,94.6,51.4,38508,3.48,63.1,3.4,97.2,99.3,96.1,7.3,8.1,5.8,34.7,8.7,86.8,45.1,7,52,48,70.8,27.2,14,2.5,10.9,12.9,29.3,7.8,1,64,2,1
2,36,147898,287.8,514,88.7,96.1,43.9,36618,3.8,74.1,2.9,98.4,99.3,97.9,9,9.8,7.6,34.3,19.1,89.4,51.9,9.2,46.8,53.2,72.2,35.3,13.7,3.9,8.6,13.9,28.7,6.4,0,32,7,3
2,21,254886,388.4,656,88,97.4,44.3,72031,3.49,68.9,4.3,98.2,99.3,97.7,8.7,9.4,7.4,31.6,13.6,88.5,43.2,8.3,44.2,55.8,73.8,38.6,12.4,10.1,9.6,13.4,28.2,7.6,1,58,12,2
2,7,26294,162,162,45.9,93.6,43.1,7782,3.38,68.8,3,98,99.4,97.4,9,9.9,7.3,32.4,19.9,91.1,48.8,8.1,44.8,55.2,73.9,38.2,11.6,7.4,10.2,11.1,28.7,10.1,0,80,11,1
2,36,147898,287.8,514,88.7,96.1,43.9,36618,3.8,74.1,2.9,98.4,99.3,97.9,9,9.8,7.6,34.3,19.1,89.4,51.9,9.2,46.8,53.2,72.2,35.3,13.7,3.9,8.6,13.9,28.7,6.4,1,26,7,3
2,2,56509,34.5,1638,99.3,89.3,41.9,16565,3.4,74.3,3.8,99,99.4,98.8,10.9,11.4,10.1,29.8,28.7,90.9,49.9,7.6,39.3,60.7,74,49.2,13.8,19.9,10.4,14.2,32.5,8.7,0,74,7,1
12,44,123616,282.6,437,99.7,90.3,40.8,35216,3.5,78.2,3.9,99.1,99.5,98.9,10.6,11.2,9.4,34.1,19.7,91.3,54.2,10.6,41.1,58.9,73.1,46.5,9.2,11.3,10.5,10.5,34.9,9.2,0,78,11,4
2,3,208411,118.3,1762,93.6,92.2,43.9,57355,3.62,66,4.8,98.6,99.4,98.4,8.9,9.6,7.7,33.7,14.3,89.3,45.4,9.7,43,57,74.3,41.6,14.3,8.9,10.5,14.5,34.2,6.9,1,18,7,1
12,38,99399,44.8,2217,97,93.2,43.7,26979,3.67,69.7,4.7,98.6,99.4,98.3,9.5,10.2,8,34.2,18.5,89.8,47.6,9.8,40.7,59.3,75.4,44.7,12.9,9.7,9.4,14.1,31.5,8.4,0,42,7,3
12,46,40072,24.8,1613,100,94.6,41.3,11496,3.48,77.6,2.9,99.1,99.4,98.9,10.4,11.2,9.2,32,23.8,91.2,56.4,9.6,42.9,57.1,72.4,43,9.9,7.7,9.8,9.3,30.4,10.1,0,54,8,4
2,74,41831,620.6,67,51.3,98.1,55.2,11849,3.52,46,7.2,96,99,94.3,7.3,8.2,5.4,34.6,7,86.8,37.3,8,50,50,71.6,29,19.2,5.9,12.1,15.7,28.3,6.1,1,70,12,6
14,11,60486,222.2,272,96.4,93,38.9,17155,3.52,73.1,2.5,99.1,99.5,98.8,9.9,10.8,8.4,35.1,18.8,92,54,11.1,41.6,58.4,73.9,44.4,11,4.5,10.2,11,31.3,8.1,1,26,6,1
14,1,288054,44.6,6456,100,89.9,45.7,81903,3.5,63.4,6.8,98.8,99.4,98.9,9.9,10.3,9.2,31.1,16.8,88.5,46.2,9.5,43.3,56.7,71.2,44.2,13.7,16.3,12.3,14.2,39.6,6.9,0,70,12,1
12,1,288054,44.6,6456,100,89.9,45.7,81903,3.5,63.4,6.8,98.8,99.4,98.9,9.9,10.3,9.2,31.1,16.8,88.5,46.2,9.5,43.3,56.7,71.2,44.2,13.7,16.3,12.3,14.2,39.6,6.9,1,64,2,1
2,36,147898,287.8,514,88.7,96.1,43.9,36618,3.8,74.1,2.9,98.4,99.3,97.9,9,9.8,7.6,34.3,19.1,89.4,51.9,9.2,46.8,53.2,72.2,35.3,13.7,3.9,8.6,13.9,28.7,6.4,1,52,12,3
2,21,254886,388.4,656,88,97.4,44.3,72031,3.49,68.9,4.3,98.2,99.3,97.7,8.7,9.4,7.4,31.6,13.6,88.5,43.2,8.3,44.2,55.8,73.8,38.6,12.4,10.1,9.6,13.4,28.2,7.6,1,70,12,2
2,36,147898,287.8,514,88.7,96.1,43.9,36618,3.8,74.1,2.9,98.4,99.3,97.9,9,9.8,7.6,34.3,19.1,89.4,51.9,9.2,46.8,53.2,72.2,35.3,13.7,3.9,8.6,13.9,28.7,6.4,1,36,13,3
12,3,208411,118.3,1762,93.6,92.2,43.9,57355,3.62,66,4.8,98.6,99.4,98.4,8.9,9.6,7.7,33.7,14.3,89.3,45.4,9.7,43,57,74.3,41.6,14.3,8.9,10.5,14.5,34.2,6.9,0,50,7,1
2,61,19640,638.4,31,50.7,98.3,52.9,6018,3.26,65.9,2.5,96.4,99.2,95,7.3,8.3,6,32.2,15,90.2,45.7,6.2,51.4,48.6,71.5,26.5,16.7,5.7,11.7,13.7,24.8,9.5,1,48,13,5
2,27,34716,39.1,912,80.9,97.1,44.6,9657,3.58,65.9,2.2,98.2,99.3,97.7,8.6,9.5,7.2,33.4,19.8,91.4,55.7,7.7,48.3,51.7,70.7,33.7,16.2,4,9.7,13.3,27.7,9.5,0,52,13,2
12,2,56509,34.5,1638,99.3,89.3,41.9,16565,3.4,74.3,3.8,99,99.4,98.8,10.9,11.4,10.1,29.8,28.7,90.9,49.9,7.6,39.3,60.7,74,49.2,13.8,19.9,10.4,14.2,32.5,8.7,1,30,13,1
12,19,134534,1905.5,71,48.5,94.6,51.4,38508,3.48,63.1,3.4,97.2,99.3,96.1,7.3,8.1,5.8,34.7,8.7,86.8,45.1,7,52,48,70.8,27.2,14,2.5,10.9,12.9,29.3,7.8,1,52,13,1
2,6,57892,167.1,346,71.1,95.8,45.2,16120,3.59,62.5,4.4,98,99.1,97.4,7.9,8.7,6.4,32,12.1,86.7,39.5,7.2,45.5,54.5,74.7,35.6,14,4.9,10.8,13.8,30,5.8,0,56,12,1
2,51,20037,7,2879,100,95.9,41.3,5751,3.48,83,2.4,99.1,99.3,99,10.6,11.5,9,32.4,25.8,91.3,50.9,9.4,41.1,58.9,74.3,44.5,9.3,7.8,9.4,9,28.5,11.2,1,70,2,4
12,58,37122,577.5,64,62.3,100.4,50.8,10141,3.65,61.7,9,97.8,99.1,97.2,8.1,8.8,7,29.4,10.2,84.8,32.9,4.9,53.5,46.5,63.9,29.3,17.7,12.1,10.2,19.6,29.2,5.8,1,34,6,5
2,7,26294,162,162,45.9,93.6,43.1,7782,3.38,68.8,3,98,99.4,97.4,9,9.9,7.3,32.4,19.9,91.1,48.8,8.1,44.8,55.2,73.9,38.2,11.6,7.4,10.2,11.1,28.7,10.1,0,58,2,1
2,2,56509,34.5,1638,99.3,89.3,41.9,16565,3.4,74.3,3.8,99,99.4,98.8,10.9,11.4,10.1,29.8,28.7,90.9,49.9,7.6,39.3,60.7,74,49.2,13.8,19.9,10.4,14.2,32.5,8.7,0,34,13,1
2,25,25460,127.2,200,56.2,100.1,44.9,7472,3.41,74.4,2.3,98,99.3,97.4,8.5,9.4,7.3,30.6,12.7,90.5,50.4,6.7,49.3,50.7,70.3,31.6,12.7,8.2,9.4,10.8,22.9,8.5,1,40,7,2
12,22,80566,1018.6,79,52.9,96.4,47.5,23301,3.44,66.7,3.4,97.5,99.1,96.7,8.2,9,6.9,34.6,15.2,89,51.1,8.6,49,51,71.1,32.1,18.3,6.9,10.4,15.4,28.4,8.3,1,68,12,2
2,44,123616,282.6,437,99.7,90.3,40.8,35216,3.5,78.2,3.9,99.1,99.5,98.9,10.6,11.2,9.4,34.1,19.7,91.3,54.2,10.6,41.1,58.9,73.1,46.5,9.2,11.3,10.5,10.5,34.9,9.2,1,60,2,4
2,1,288054,44.6,6456,100,89.9,45.7,81903,3.5,63.4,6.8,98.8,99.4,98.9,9.9,10.3,9.2,31.1,16.8,88.5,46.2,9.5,43.3,56.7,71.2,44.2,13.7,16.3,12.3,14.2,39.6,6.9,0,50,12,1
12,13,64842,8.1,7956,100,87.5,43.4,19160,3.38,70.6,3.6,99,99.5,98.7,10.3,11.1,9.3,31.3,18.9,91,52.7,10.2,44,56,70.4,43.8,10.7,10.7,11.5,11.6,40.1,7.6,1,18,12,1
12,7,26294,162,162,45.9,93.6,43.1,7782,3.38,68.8,3,98,99.4,97.4,9,9.9,7.3,32.4,19.9,91.1,48.8,8.1,44.8,55.2,73.9,38.2,11.6,7.4,10.2,11.1,28.7,10.1,1,78,12,1
2,46,40072,24.8,1613,100,94.6,41.3,11496,3.48,77.6,2.9,99.1,99.4,98.9,10.4,11.2,9.2,32,23.8,91.2,56.4,9.6,42.9,57.1,72.4,43,9.9,7.7,9.8,9.3,30.4,10.1,1,74,13,4
2,7,26294,162,162,45.9,93.6,43.1,7782,3.38,68.8,3,98,99.4,97.4,9,9.9,7.3,32.4,19.9,91.1,48.8,8.1,44.8,55.2,73.9,38.2,11.6,7.4,10.2,11.1,28.7,10.1,0,44,6,1
12,69,29433,1930.2,15,38,104.5,52.1,8904,3.3,43.2,6.3,95.3,98.7,93.4,6.8,7.5,5.4,30.8,7.6,83.8,32.7,6.1,51.5,48.5,68.7,27.4,19.2,4.1,14.1,15.1,26.6,8.6,1,40,13,6
2,75,17229,316.3,54,73.1,100.7,48.1,5313,3.24,61.5,12.9,96.7,99.1,95.5,7.5,7.9,6.3,28.5,9.9,85.7,23.3,4.3,39.8,60.2,79.1,41.6,25.3,24.1,7.9,24.2,27.5,4.5,1,24,12,6
12,19,134534,1905.5,71,48.5,94.6,51.4,38508,3.48,63.1,3.4,97.2,99.3,96.1,7.3,8.1,5.8,34.7,8.7,86.8,45.1,7,52,48,70.8,27.2,14,2.5,10.9,12.9,29.3,7.8,1,62,6,1
12,53,57147,2140.5,27,18.1,103.4,55.6,15768,3.6,44.7,9.1,94.4,98.2,91.9,5.9,6.4,4.6,33.7,6.4,84.3,31.3,5.2,49.5,50.5,73.8,26.5,18.1,17.8,10.5,19.3,24,5.9,1,30,2,4
12,73,16115,478.8,34,53.2,104.5,48.3,4833,3.32,51.4,6.3,94.6,99.2,92.2,6.5,7.3,5,29.5,6.6,84.3,31.9,5.2,49.6,50.4,73.1,27,15.1,7.6,9.5,14.9,25.1,5.9,1,56,13,6
12,39,14669,286.4,51,52.6,98.9,46.8,4113,3.56,56.7,2,96.6,99.1,95.3,6.6,7.4,5.2,31.6,15.7,89.1,44,5.9,52.9,47.1,70.3,23.8,12.7,2.4,10.9,11,25.6,10,1,74,6,3
2,23,76898,395.7,194,61.5,98.4,46.2,21709,3.53,67.6,3.2,97.5,99.1,96.7,8,8.8,6.6,31.5,14.2,88.4,42.3,6.2,46.2,53.8,74.8,33.4,15,9.1,10.1,14.4,24,7,0,42,13,2
2,29,20341,141.9,143,51.7,96.4,49.6,6024,3.37,59.9,5.2,96.7,99,95.6,7.8,8.6,6.5,32.1,11.6,88.1,43.6,6.6,51.8,48.2,68.5,28.9,17.9,5.4,11.3,15.4,27.8,5.1,1,74,6,2
2,12,20209,342.2,59,12.5,102.3,48.7,5871,3.44,60.9,2.7,95.6,99.2,93.7,6.7,7.7,5,34,11,89.9,46.3,7.2,50.4,49.6,73,25.9,12.2,1.2,10.2,9.2,26.5,4.9,0,30,7,1
12,53,57147,2140.5,27,18.1,103.4,55.6,15768,3.6,44.7,9.1,94.4,98.2,91.9,5.9,6.4,4.6,33.7,6.4,84.3,31.3,5.2,49.5,50.5,73.8,26.5,18.1,17.8,10.5,19.3,24,5.9,1,62,11,4
2,67,45244,2384.2,19,37.7,101.7,60.7,12205,3.7,42.7,9.2,95.3,98.9,92.8,6,6.7,4.4,36.2,5.7,82.5,36.5,7.2,54.8,45.2,70.8,19.3,13.5,2.2,10.5,10.3,25.3,6.7,0,34,7,6
12,21,254886,388.4,656,88,97.4,44.3,72031,3.49,68.9,4.3,98.2,99.3,97.7,8.7,9.4,7.4,31.6,13.6,88.5,43.2,8.3,44.2,55.8,73.8,38.6,12.4,10.1,9.6,13.4,28.2,7.6,1,72,12,2
2,21,254886,388.4,656,88,97.4,44.3,72031,3.49,68.9,4.3,98.2,99.3,97.7,8.7,9.4,7.4,31.6,13.6,88.5,43.2,8.3,44.2,55.8,73.8,38.6,12.4,10.1,9.6,13.4,28.2,7.6,1,62,7,2
12,30,163745,3348,49,47.4,100.4,52.1,44966,3.62,61.1,6.5,95.7,98.6,93.9,7,7.6,5.6,33.1,9.5,85.8,34.4,6.5,45.8,54.2,76.2,32.3,20.5,14.4,8.8,19.5,24.7,7.6,0,44,12,2
12,58,37122,577.5,64,62.3,100.4,50.8,10141,3.65,61.7,9,97.8,99.1,97.2,8.1,8.8,7,29.4,10.2,84.8,32.9,4.9,53.5,46.5,63.9,29.3,17.7,12.1,10.2,19.6,29.2,5.8,0,28,12,5
12,72,38453,933.9,41,23,99,60.5,10936,3.5,46.5,5.1,94.7,98,92.8,6.3,7.4,4.6,35.3,7.4,86.6,40.1,6.6,55.3,44.7,68.7,21.8,16.7,4.9,12.1,14.2,24.6,7.8,0,78,13,6
2,55,50825,1333.7,38,44.1,96.7,50.6,15038,3.38,56.3,5.2,97.3,99.5,96.3,8.1,9,6.7,31.1,13.6,88.1,45.1,6.7,56.3,43.7,60.2,28.1,17.5,3.3,13.8,14.2,30.7,5.9,1,34,2,5
12,23,76898,395.7,194,61.5,98.4,46.2,21709,3.53,67.6,3.2,97.5,99.1,96.7,8,8.8,6.6,31.5,14.2,88.4,42.3,6.2,46.2,53.8,74.8,33.4,15,9.1,10.1,14.4,24,7,1,56,12,2
12,53,57147,2140.5,27,18.1,103.4,55.6,15768,3.6,44.7,9.1,94.4,98.2,91.9,5.9,6.4,4.6,33.7,6.4,84.3,31.3,5.2,49.5,50.5,73.8,26.5,18.1,17.8,10.5,19.3,24,5.9,0,36,13,4
14,3,208411,118.3,1762,93.6,92.2,43.9,57355,3.62,66,4.8,98.6,99.4,98.4,8.9,9.6,7.7,33.7,14.3,89.3,45.4,9.7,43,57,74.3,41.6,14.3,8.9,10.5,14.5,34.2,6.9,0,62,12,1
2,15,49132,15.2,3241,100,87.4,35.3,16589,2.94,79.9,2,99.5,99.7,99.4,12.2,12.9,11.2,35.4,28.8,92.8,69.3,14.2,41.2,58.8,69.2,49.9,9.3,13.1,11.1,10.2,40.4,9.9,0,70,7,1
2,41,14312,81.1,177,62.6,100.3,47.6,3612,3.95,72.4,3.1,97.2,98.8,96.4,6.6,7.3,5.2,29.5,16.4,82.4,35.7,5.5,47,53,79.7,26.7,18.1,1.4,8.9,14.3,19.5,8.8,1,58,12,3
2,14,56919,28.6,1989,99.4,88.6,41.1,16874,3.36,78.7,2.6,99.2,99.5,99.1,11.1,11.7,10.1,33.4,23.4,92.3,57.8,10.8,41.3,58.7,73.3,46,10.7,8.6,10.7,10.7,33.9,8.3,1,76,12,1
2,36,147898,287.8,514,88.7,96.1,43.9,36618,3.8,74.1,2.9,98.4,99.3,97.9,9,9.8,7.6,34.3,19.1,89.4,51.9,9.2,46.8,53.2,72.2,35.3,13.7,3.9,8.6,13.9,28.7,6.4,1,22,7,3
2,54,62987,1436.5,44,82,95.9,49.9,16577,3.75,64.5,8.8,97.7,99,97,8.8,9.4,7.5,35,11,87.4,45.3,8.5,47.9,52.1,67.5,37.7,16.8,10.2,7.9,18.9,33.1,7.5,0,32,2,5
12,22,80566,1018.6,79,52.9,96.4,47.5,23301,3.44,66.7,3.4,97.5,99.1,96.7,8.2,9,6.9,34.6,15.2,89,51.1,8.6,49,51,71.1,32.1,18.3,6.9,10.4,15.4,28.4,8.3,1,72,12,2
12,65,115019,1842.3,62,71.5,99.1,51.3,33228,3.44,51.1,7.9,97.1,99.1,96.1,7.6,8.3,6.4,33,10.8,87.8,40.2,7.3,51.8,48.2,67.1,29.9,15.4,5.6,10.9,14.2,29.9,4.8,1,34,7,6
12,1,26861,543.8,49,52.8,106.1,46.3,8094,3.32,47.8,8.2,96.5,99,95.2,7.4,7.8,6.3,30.3,8.5,86.4,30.8,5.9,45,55,74.4,34.5,16.1,9.7,9.1,16.5,24.6,8,0,80,12,6
12,1,288054,44.6,6456,100,89.9,45.7,81903,3.5,63.4,6.8,98.8,99.4,98.9,9.9,10.3,9.2,31.1,16.8,88.5,46.2,9.5,43.3,56.7,71.2,44.2,13.7,16.3,12.3,14.2,39.6,6.9,0,38,13,1
12,3,208411,118.3,1762,93.6,92.2,43.9,57355,3.62,66,4.8,98.6,99.4,98.4,8.9,9.6,7.7,33.7,14.3,89.3,45.4,9.7,43,57,74.3,41.6,14.3,8.9,10.5,14.5,34.2,6.9,0,74,7,1
12,1,288054,44.6,6456,100,89.9,45.7,81903,3.5,63.4,6.8,98.8,99.4,98.9,9.9,10.3,9.2,31.1,16.8,88.5,46.2,9.5,43.3,56.7,71.2,44.2,13.7,16.3,12.3,14.2,39.6,6.9,0,36,7,1
12,74,41831,620.6,67,51.3,98.1,55.2,11849,3.52,46,7.2,96,99,94.3,7.3,8.2,5.4,34.6,7,86.8,37.3,8,50,50,71.6,29,19.2,5.9,12.1,15.7,28.3,6.1,0,44,12,6
12,79,30712,2809.9,11,23.4,104,65.1,7999,3.83,44.1,14.1,93.1,97.9,89.6,6.4,6.9,5.2,36.2,7.4,82.5,30.7,6.7,49.6,50.4,71.1,28.8,19.1,16.3,9.6,17.6,26.7,5.2,0,68,2,7
2,44,123616,282.6,437,99.7,90.3,40.8,35216,3.5,78.2,3.9,99.1,99.5,98.9,10.6,11.2,9.4,34.1,19.7,91.3,54.2,10.6,41.1,58.9,73.1,46.5,9.2,11.3,10.5,10.5,34.9,9.2,0,44,2,4
2,3,208411,118.3,1762,93.6,92.2,43.9,57355,3.62,66,4.8,98.6,99.4,98.4,8.9,9.6,7.7,33.7,14.3,89.3,45.4,9.7,43,57,74.3,41.6,14.3,8.9,10.5,14.5,34.2,6.9,1,42,11,1
2,65,115019,1842.3,62,71.5,99.1,51.3,33228,3.44,51.1,7.9,97.1,99.1,96.1,7.6,8.3,6.4,33,10.8,87.8,40.2,7.3,51.8,48.2,67.1,29.9,15.4,5.6,10.9,14.2,29.9,4.8,1,18,12,6
2,36,147898,287.8,514,88.7,96.1,43.9,36618,3.8,74.1,2.9,98.4,99.3,97.9,9,9.8,7.6,34.3,19.1,89.4,51.9,9.2,46.8,53.2,72.2,35.3,13.7,3.9,8.6,13.9,28.7,6.4,1,28,2,3
12,44,123616,282.6,437,99.7,90.3,40.8,35216,3.5,78.2,3.9,99.1,99.5,98.9,10.6,11.2,9.4,34.1,19.7,91.3,54.2,10.6,41.1,58.9,73.1,46.5,9.2,11.3,10.5,10.5,34.9,9.2,0,20,2,4
2,36,147898,287.8,514,88.7,96.1,43.9,36618,3.8,74.1,2.9,98.4,99.3,97.9,9,9.8,7.6,34.3,19.1,89.4,51.9,9.2,46.8,53.2,72.2,35.3,13.7,3.9,8.6,13.9,28.7,6.4,1,22,2,3
2,30,163745,3348,49,47.4,100.4,52.1,44966,3.62,61.1,6.5,95.7,98.6,93.9,7,7.6,5.6,33.1,9.5,85.8,34.4,6.5,45.8,54.2,76.2,32.3,20.5,14.4,8.8,19.5,24.7,7.6,1,24,12,2
2,43,41793,167.7,249,87.7,101.5,44.7,10831,3.83,73.2,2.5,98.4,99.5,97.9,8.3,9.2,6.5,34.4,17.7,89.8,44.8,8.7,44.9,55.1,75.5,34.8,12.9,2.8,8.1,13,23.7,7.3,0,20,6,3
2,44,123616,282.6,437,99.7,90.3,40.8,35216,3.5,78.2,3.9,99.1,99.5,98.9,10.6,11.2,9.4,34.1,19.7,91.3,54.2,10.6,41.1,58.9,73.1,46.5,9.2,11.3,10.5,10.5,34.9,9.2,1,30,7,4
2,26,42713,126.6,337,53.9,95.8,47.8,11678,3.65,65.8,3.5,97.4,99,96.5,7.6,8.5,6.1,32.7,13.5,90.2,46,6.2,49.3,50.7,72.9,30,17.8,6.8,9.6,16.4,26.4,7.2,1,30,12,2
12,50,21633,12.1,1780,100,94.2,38.7,6011,3.59,82.5,2.9,99,99.7,98.8,10.3,11.2,8.7,29.4,29.1,89.5,50.5,7.8,41.5,58.5,74.1,44.1,9.8,12,8.8,10.3,28.6,10.6,0,24,7,4
2,1,115084,31.5,3653,98.5,89.2,43,32520,3.53,68,4.3,99,99.4,98.9,9.8,10.5,8.7,32.8,18.2,89.7,48.9,10.5,43.2,56.8,72.1,43.6,12,9.5,11.7,12.1,37.1,7.3,1,42,12,1
12,65,115019,1842.3,62,71.5,99.1,51.3,33228,3.44,51.1,7.9,97.1,99.1,96.1,7.6,8.3,6.4,33,10.8,87.8,40.2,7.3,51.8,48.2,67.1,29.9,15.4,5.6,10.9,14.2,29.9,4.8,1,68,12,6
